web-scraper-order,web-scraper-start-url,IATA,ICAO,Airline,Call sign,Country_Region,Comments
"1733246192-5998","https://en.wikipedia.org/wiki/List_of_airline_codes","UR","UGD","Uganda Airlines","CRESTED","Uganda","Started operations in 2019"
"1733246192-5999","https://en.wikipedia.org/wiki/List_of_airline_codes","","UGC","Urgemer Canarias","URGEMER","Spain",""
"1733246192-6000","https://en.wikipedia.org/wiki/List_of_airline_codes","","UHL","Ukrainian Helicopters","UKRAINE COPTERS","Ukraine",""
"1733246192-6001","https://en.wikipedia.org/wiki/List_of_airline_codes","","UHS","Ulyanovsk Higher Civil Aviation School","PILOT AIR","Russia",""
"1733246192-6002","https://en.wikipedia.org/wiki/List_of_airline_codes","","UJR","Universal Jet Rental de Mexico","UNIVERSAL JET","Mexico",""
"1733246192-6003","https://en.wikipedia.org/wiki/List_of_airline_codes","","UJT","Universal Jet Aviation","UNI-JET","United States","Cancelled 2014 - Renamed Journey Aviation with code JNY"
"1733246192-6004","https://en.wikipedia.org/wiki/List_of_airline_codes","","UKI","UK International Airlines","KHALIQ","United Kingdom",""
"1733246192-6005","https://en.wikipedia.org/wiki/List_of_airline_codes","","UKL","Ukraine Air Alliance","UKRAINE ALLIANCE","Ukraine",""
"1733246192-6006","https://en.wikipedia.org/wiki/List_of_airline_codes","UF","UKM","UM Airlines","UKRAINE MEDITERRANEE","Ukraine","Ukraine Mediterranean Airlines"
"1733246192-6007","https://en.wikipedia.org/wiki/List_of_airline_codes","","UKN","Ukraine Air Enterprise","ENTERPRISE UKRAINE","Ukraine",""
"1733246192-6008","https://en.wikipedia.org/wiki/List_of_airline_codes","","UKP","National Police Air Service","POLICE","United Kingdom",""
"1733246192-6009","https://en.wikipedia.org/wiki/List_of_airline_codes","6Z","UKS","Ukrainian Cargo Airways","CARGOTRANS","Ukraine",""
"1733246192-6010","https://en.wikipedia.org/wiki/List_of_airline_codes","","ULT","Ultrair","ULTRAIR","United States",""
"1733246192-6011","https://en.wikipedia.org/wiki/List_of_airline_codes","","ULH","Ultimate HELI","ULTIMATEHELI","South Africa","Ultimate HELI (Pty) Ltd"
"1733246192-6012","https://en.wikipedia.org/wiki/List_of_airline_codes","","ULR","Ultimate Air","VIPER","South Africa","Ultimate Airways (Pty) Ltd"
"1733246192-6013","https://en.wikipedia.org/wiki/List_of_airline_codes","OL","ULS","Ultra Air","AIR ULTRA","Colombia",""
"1733246192-6014","https://en.wikipedia.org/wiki/List_of_airline_codes","","UNC","Uni-Fly","UNICOPTER","Denmark",""
"1733246192-6015","https://en.wikipedia.org/wiki/List_of_airline_codes","","UNF","Union Flights","UNION FLIGHTS","United States",""
"1733246192-6016","https://en.wikipedia.org/wiki/List_of_airline_codes","","UNJ","Universal Jet","PROJET","Spain",""
"1733246192-6017","https://en.wikipedia.org/wiki/List_of_airline_codes","","UNS","Unsped Paket Servisi","UNSPED","Turkey",""
"1733246192-6018","https://en.wikipedia.org/wiki/List_of_airline_codes","","UNU","Unifly Servizi Aerei","UNIEURO","Italy",""
"1733246192-6019","https://en.wikipedia.org/wiki/List_of_airline_codes","","UPL","Ukrainian Pilot School","PILOT SCHOOL","Ukraine",""
"1733246192-6020","https://en.wikipedia.org/wiki/List_of_airline_codes","5X","UPS","United Parcel Service","UPS","United States",""
"1733246192-6021","https://en.wikipedia.org/wiki/List_of_airline_codes","","URV","Uraiavia","URAI","Russia",""
"1733246192-6022","https://en.wikipedia.org/wiki/List_of_airline_codes","US","AWE","US Airways","CACTUS","United States","defunct, merged with American Airlines in 2015"
"1733246192-6023","https://en.wikipedia.org/wiki/List_of_airline_codes","BS","UBG","US-Bangla Airlines","BANGLA STAR","Bangladesh",""
"1733246192-6024","https://en.wikipedia.org/wiki/List_of_airline_codes","","USF","USAfrica Airways","AFRICA EXPRESS","United States",""
"1733246192-6025","https://en.wikipedia.org/wiki/List_of_airline_codes","UH","USH","US Helicopter","US-HELI","United States",""
"1733246192-6026","https://en.wikipedia.org/wiki/List_of_airline_codes","","USJ","US Jet","USJET","United States",""
"1733246192-6027","https://en.wikipedia.org/wiki/List_of_airline_codes","","USX","US Express","AIR EXPRESS","United States",""
"1733246192-6028","https://en.wikipedia.org/wiki/List_of_airline_codes","QU","UTN","UTair-Ukraine","UT Ukraine","Ukraine",""
"1733246192-6029","https://en.wikipedia.org/wiki/List_of_airline_codes","","TUM","UTAir","UTAIR-CARGO","Russian Federation","2014[62]"
"1733246192-6030","https://en.wikipedia.org/wiki/List_of_airline_codes","UT","UTA","UTair Aviation","UTAIR","Russia","WAS P2 till 2006"
"1733246192-6031","https://en.wikipedia.org/wiki/List_of_airline_codes","","UTR","Utair South Africa","AIRUT","South Africa",""
"1733246192-6032","https://en.wikipedia.org/wiki/List_of_airline_codes","","UTS","Ukrainian State Air Traffic Service Enterprise","AIRRUH","Ukraine",""
"1733246192-6033","https://en.wikipedia.org/wiki/List_of_airline_codes","","UTU","Urartu-Air","","Armenia",""
"1733246192-6034","https://en.wikipedia.org/wiki/List_of_airline_codes","","UVA","Universal Airways","UNIVERSAL","United States",""
"1733246192-6035","https://en.wikipedia.org/wiki/List_of_airline_codes","","UVG","Universal Airlines","GUYANA JET","Guyana",""
"1733246192-6036","https://en.wikipedia.org/wiki/List_of_airline_codes","","UVM","Uvavemex","UVAVEMEX","Mexico",""
"1733246192-6037","https://en.wikipedia.org/wiki/List_of_airline_codes","","AIO","United States Air Force","AIR CHIEF","United States","Chief of Staff"
"1733246192-6038","https://en.wikipedia.org/wiki/List_of_airline_codes","","UVN","United Aviation","UNITED AVIATION","Kuwait",""
"1733246192-6039","https://en.wikipedia.org/wiki/List_of_airline_codes","HY","UZB","Uzbekistan Airways","UZBEK","Uzbekistan",""
"1733246192-6040","https://en.wikipedia.org/wiki/List_of_airline_codes","PS","AUI","Ukraine International Airlines","UKRAINE INTERNATIONAL","Ukraine",""
"1733246192-6041","https://en.wikipedia.org/wiki/List_of_airline_codes","","WEC","Universal Airlines","AIRGO","United States",""
"1733246192-6042","https://en.wikipedia.org/wiki/List_of_airline_codes","US","","Unavia Suisse","","Switzerland",""
"1733246192-6043","https://en.wikipedia.org/wiki/List_of_airline_codes","","QID","USAF 100th Air Refueling Wing","QUID","United States",""
"1733246192-6044","https://en.wikipedia.org/wiki/List_of_airline_codes","","UIT","University of Tromsø School of Aviation","ARCTIC","Norway",""
"1733246192-6045","https://en.wikipedia.org/wiki/List_of_airline_codes","","UNO","United Nations","UNITED NATIONS","n/a","UNOxxx followed by P(peacekeeping), or H(Humanitarian)"
"1733246192-6046","https://en.wikipedia.org/wiki/List_of_airline_codes","JW","VNL","Vanilla Air","VANILLA","Japan","Merged with Peach Aviation"
"1733246192-6047","https://en.wikipedia.org/wiki/List_of_airline_codes","VU","VAG","Vietravel Airlines","VIETRAVEL AIR","Vietnam",""
"1733246192-6048","https://en.wikipedia.org/wiki/List_of_airline_codes","","VAI","Volant Aviation International","","Pakistan",""
"1733246192-6049","https://en.wikipedia.org/wiki/List_of_airline_codes","","VAR","Veca Airlines","VECA","El Salvador",""
"1733246192-6050","https://en.wikipedia.org/wiki/List_of_airline_codes","","VLR","Volare 22 X","VOLAX","Mexico",""
"1733246192-6051","https://en.wikipedia.org/wiki/List_of_airline_codes","","VDR","Voldirect","VOLDIR","France",""
"1733246192-6052","https://en.wikipedia.org/wiki/List_of_airline_codes","","VVV","Valair Aviação Lda","VALAIRJET","Portugal",""
"1733246192-6053","https://en.wikipedia.org/wiki/List_of_airline_codes","VB","VIV","VivaAerobus","VIVA","Mexico",""
"1733246192-6054","https://en.wikipedia.org/wiki/List_of_airline_codes","","VIL","V I Airlink","TURTLE DOVE","British Virgin Islands",""
"1733246192-6055","https://en.wikipedia.org/wiki/List_of_airline_codes","VA","VOZ","Virgin Australia","VELOCITY","Australia","Previously Used: KANGA, AURORA, VEE-OZ"
"1733246192-6056","https://en.wikipedia.org/wiki/List_of_airline_codes","","VBA","V Bird Airlines Netherlands","VEEBEE","Netherlands",""
"1733246192-6057","https://en.wikipedia.org/wiki/List_of_airline_codes","","WIW","V-avia Airline","VEE-AVIA","Ukraine",""
"1733246192-6058","https://en.wikipedia.org/wiki/List_of_airline_codes","","VBD","V-Berd-Avia","VEEBIRD-AVIA","Armenia",""
"1733246192-6059","https://en.wikipedia.org/wiki/List_of_airline_codes","","VAC","Vacationair","VACATIONAIR","Canada",""
"1733246192-6060","https://en.wikipedia.org/wiki/List_of_airline_codes","","RDW","Valair AG (Helicoptere)","ROADWATCH","Switzerland",""
"1733246192-6061","https://en.wikipedia.org/wiki/List_of_airline_codes","","VLA","Valan International Cargo Charter","NALAU","South Africa",""
"1733246192-6062","https://en.wikipedia.org/wiki/List_of_airline_codes","","VLN","Valan Limited","VALAN","Moldova",""
"1733246192-6063","https://en.wikipedia.org/wiki/List_of_airline_codes","","EHR","Valfell-Verkflug","ROTOR","Iceland",""
"1733246192-6064","https://en.wikipedia.org/wiki/List_of_airline_codes","VF","VLU","Valuair","VALUAIR","Singapore","Merged with Jetstar Asia 2014"
"1733246192-6065","https://en.wikipedia.org/wiki/List_of_airline_codes","VF","","AnadoluJet","AJet","Turkiye",""
"1733246192-6066","https://en.wikipedia.org/wiki/List_of_airline_codes","J7","VJA","ValuJet Airlines","CRITTER","United States","Now operating as AirTran Airways. J7 Reassigned."
"1733246192-6067","https://en.wikipedia.org/wiki/List_of_airline_codes","","VAA","Van Air Europe","EUROVAN","Czech Republic",""
"1733246192-6068","https://en.wikipedia.org/wiki/List_of_airline_codes","","VGC","Vanguardia en Aviación en Colima","VANGUARDIA COLIMA","Mexico",""
"1733246192-6069","https://en.wikipedia.org/wiki/List_of_airline_codes","","VGD","Vanguard Airlines","VANGUARD AIR","United States",""
"1733246192-6070","https://en.wikipedia.org/wiki/List_of_airline_codes","","VRH","Varesh Airlines","SKY VICTOR","Iran",""
"1733246192-6071","https://en.wikipedia.org/wiki/List_of_airline_codes","0V","VFC","Vietnam Air Services Company (VASCO)","VASCO AIR","Vietnam",""
"1733246192-6072","https://en.wikipedia.org/wiki/List_of_airline_codes","","VAG","Vega","SEGA","Kazakhstan",""
"1733246192-6073","https://en.wikipedia.org/wiki/List_of_airline_codes","","WGA","Vega Air Company","WEGA FRANKO","Ukraine",""
"1733246192-6074","https://en.wikipedia.org/wiki/List_of_airline_codes","","WEL","Veles, Ukrainian Aviation Company","VELES","Ukraine",""
"1733246192-6075","https://en.wikipedia.org/wiki/List_of_airline_codes","","VTX","Verataxis","VERATAXIS","Mexico",""
"1733246192-6076","https://en.wikipedia.org/wiki/List_of_airline_codes","","BTP","Veritair","NET RAIL","United Kingdom",""
"1733246192-6077","https://en.wikipedia.org/wiki/List_of_airline_codes","VC","VAL","Voyageur Airways","VOYAGEUR","Canada",""
"1733246192-6078","https://en.wikipedia.org/wiki/List_of_airline_codes","","GRV","Vernicos Aviation","NIGHT RIDER","Greece",""
"1733246192-6079","https://en.wikipedia.org/wiki/List_of_airline_codes","VN","HVN","Vietnam Airlines","VIET NAM","Vietnam",""
"1733246192-6080","https://en.wikipedia.org/wiki/List_of_airline_codes","","TMB","Volato","Tombo","United States",""
"1733246192-6081","https://en.wikipedia.org/wiki/List_of_airline_codes","","KWA","Vozdushnaya Academy","VOZAIR","Kazakhstan",""
"1733246192-6082","https://en.wikipedia.org/wiki/List_of_airline_codes","NN","MOV","VIM Airlines","MOV AIR","Russia",""
"1733246192-6083","https://en.wikipedia.org/wiki/List_of_airline_codes","","MVY","VIM-Aviaservice","","Russia",""
"1733246192-6084","https://en.wikipedia.org/wiki/List_of_airline_codes","2R","","Via Rail Canada","","Canada",""
"1733246192-6085","https://en.wikipedia.org/wiki/List_of_airline_codes","","ENV","Victoria Aviation","ENDEAVOUR","United Kingdom",""
"1733246192-6086","https://en.wikipedia.org/wiki/List_of_airline_codes","","VCT","Viscount Air Service","VISCOUNT AIR","United States",""
"1733246192-6087","https://en.wikipedia.org/wiki/List_of_airline_codes","","SSI","Vision Airlines","SUPER JET","Nigeria",""
"1733246192-6088","https://en.wikipedia.org/wiki/List_of_airline_codes","","FXF","VIP Air Charter","FOX FLIGHT","United States",""
"1733246192-6089","https://en.wikipedia.org/wiki/List_of_airline_codes","","PAV","VIP Avia","NICOL","Kazakhstan",""
"1733246192-6090","https://en.wikipedia.org/wiki/List_of_airline_codes","","PRX","VIP Avia","PAREX","Latvia",""
"1733246192-6091","https://en.wikipedia.org/wiki/List_of_airline_codes","","VAT","Visionair","VISIONAIR","Ireland",""
"1733246192-6092","https://en.wikipedia.org/wiki/List_of_airline_codes","VA","","Viasa","","Venezuela","IATA Code transferred to Virgin Australia"
"1733246192-6093","https://en.wikipedia.org/wiki/List_of_airline_codes","","VCA","VICA - Viacao Charter Aéreos","VICA","Brazil",""
"1733246192-6094","https://en.wikipedia.org/wiki/List_of_airline_codes","","VCM","Volare Air Charter Company","CARMEN","United States",""
"1733246192-6095","https://en.wikipedia.org/wiki/List_of_airline_codes","Y4","VOI","Volaris","VOLARIS","Mexico",""
"1733246192-6096","https://en.wikipedia.org/wiki/List_of_airline_codes","VI","VDA","Volga-Dnepr Airlines","VOLGA","Russia",""
"1733246192-6097","https://en.wikipedia.org/wiki/List_of_airline_codes","","VEA","Vega Airlines","VEGA AIRLINES","Bulgaria",""
"1733246192-6098","https://en.wikipedia.org/wiki/List_of_airline_codes","","VEC","Venescar Internacional","VECAR","Venezuela",""
"1733246192-6099","https://en.wikipedia.org/wiki/List_of_airline_codes","","VEE","Victor Echo","VICTOR ECHO","Spain",""
"1733246192-6100","https://en.wikipedia.org/wiki/List_of_airline_codes","","VEI","Virgin Express Ireland","GREEN ISLE","Ireland","defunct"
"1733246192-6101","https://en.wikipedia.org/wiki/List_of_airline_codes","VX","VRD","Virgin America","REDWOOD","United States","Merged with Alaska Airlines"
"1733246192-6102","https://en.wikipedia.org/wiki/List_of_airline_codes","VJ","VJC","Vietjet Air","VIETJET","Vietnam",""
"1733246192-6103","https://en.wikipedia.org/wiki/List_of_airline_codes","V4","VES","Vieques Air Link","VIEQUES","United States",""
"1733246192-6104","https://en.wikipedia.org/wiki/List_of_airline_codes","TV","VEX","Virgin Express","VIRGIN EXPRESS","Belgium","defunct"
"1733246192-6105","https://en.wikipedia.org/wiki/List_of_airline_codes","","VFT","VZ Flights","ZETA FLIGHTS","Mexico",""
"1733246192-6106","https://en.wikipedia.org/wiki/List_of_airline_codes","VK","VGN","Virgin Nigeria Airways","VIRGIN NIGERIA","Nigeria",""
"1733246192-6107","https://en.wikipedia.org/wiki/List_of_airline_codes","","VGV","Vologda State Air Enterprise","VOLOGDA AIR","Russia",""
"1733246192-6108","https://en.wikipedia.org/wiki/List_of_airline_codes","","VHA","VH-Air Industrie","AIR V-H","Angola",""
"1733246192-6109","https://en.wikipedia.org/wiki/List_of_airline_codes","","VHM","VHM Schul-und-Charterflug","EARLY BIRD","Germany",""
"1733246192-6110","https://en.wikipedia.org/wiki/List_of_airline_codes","","VIB","Vibroair Flugservice","VITUS","Germany",""
"1733246192-6111","https://en.wikipedia.org/wiki/List_of_airline_codes","","VIC","VIP Servicios Aéreos Ejecutivos","VIP-EJECUTIVO","Mexico",""
"1733246192-6112","https://en.wikipedia.org/wiki/List_of_airline_codes","","VIE","VIP Empresarial","VIP EMPRESARIAL","Mexico",""
"1733246192-6113","https://en.wikipedia.org/wiki/List_of_airline_codes","","VIF","VIF Luftahrt","VIENNA FLIGHT","Austria",""
"1733246192-6114","https://en.wikipedia.org/wiki/List_of_airline_codes","","VIG","Vega Aviation","VEGA AVIATION","Sudan",""
"1733246192-6115","https://en.wikipedia.org/wiki/List_of_airline_codes","","VIH","Vichi","VICHI","Moldova",""
"1733246192-6116","https://en.wikipedia.org/wiki/List_of_airline_codes","","VIK","Viking Airlines","SWEDJET","Sweden",""
"1733246192-6117","https://en.wikipedia.org/wiki/List_of_airline_codes","","VIN","Vinair Aeroserviços","VINAIR","Portugal",""
"1733246192-6118","https://en.wikipedia.org/wiki/List_of_airline_codes","VS","VIR","Virgin Atlantic","VIRGIN","United Kingdom",""
"1733246192-6119","https://en.wikipedia.org/wiki/List_of_airline_codes","","VJM","Viajes Ejecutivos Mexicanos","VIAJES MEXICANOS","Mexico",""
"1733246192-6120","https://en.wikipedia.org/wiki/List_of_airline_codes","","VJT","Vistajet","VISTA","Canada",""
"1733246192-6121","https://en.wikipedia.org/wiki/List_of_airline_codes","","VJT","Vistajet","VISTA MALTA","Malta","2014[63]"
"1733246192-6122","https://en.wikipedia.org/wiki/List_of_airline_codes","ZG","VVM","Viva Macau","JACKPOT","Macao","defunct"
"1733246192-6123","https://en.wikipedia.org/wiki/List_of_airline_codes","VE","VLE","C.A.I. Second","VOLA","Italy",""
"1733246192-6124","https://en.wikipedia.org/wiki/List_of_airline_codes","VY","VLG","Vueling Airlines","VUELING","Spain",""
"1733246192-6125","https://en.wikipedia.org/wiki/List_of_airline_codes","XF","VLK","Vladivostok Air","VLADAIR","Russia","Merged with Aurora"
"1733246192-6126","https://en.wikipedia.org/wiki/List_of_airline_codes","LC","VLO","Varig Logística","VELOG","Brazil","defunct"
"1733246192-6127","https://en.wikipedia.org/wiki/List_of_airline_codes","","VLT","Vertical-T Air Company","VERTICAL","Russia",""
"1733246192-6128","https://en.wikipedia.org/wiki/List_of_airline_codes","","VMA","Vero Monmouth Airlines","VERO MONMOUTH","United States",""
"1733246192-6129","https://en.wikipedia.org/wiki/List_of_airline_codes","","VNK","Vipport Joint Stock Company","","Russia",""
"1733246192-6130","https://en.wikipedia.org/wiki/List_of_airline_codes","VM","VOA","Viaggio Air","VIAGGIO","Bulgaria",""
"1733246192-6131","https://en.wikipedia.org/wiki/List_of_airline_codes","","VOG","Voyager Airlines","VOYAGER AIR","Bangladesh",""
"1733246192-6132","https://en.wikipedia.org/wiki/List_of_airline_codes","9V","VPA","Vipair Airlines","VIAIR","Kazakhstan","defunct"
"1733246192-6133","https://en.wikipedia.org/wiki/List_of_airline_codes","","VPB","Veteran Air","VETERAN","Ukraine",""
"1733246192-6134","https://en.wikipedia.org/wiki/List_of_airline_codes","","VPV","VIP-Avia","VIP AVIA","Georgia",""
"1733246192-6135","https://en.wikipedia.org/wiki/List_of_airline_codes","","VRA","Vertair","VERITAIR","United Kingdom",""
"1733246192-6136","https://en.wikipedia.org/wiki/List_of_airline_codes","","VRE","Volare Airlines","UKRAINE VOLARE","Ukraine",""
"1733246192-6137","https://en.wikipedia.org/wiki/List_of_airline_codes","","VRL","Voar Lda","VOAR LINHAS","Angola",""
"1733246192-6138","https://en.wikipedia.org/wiki/List_of_airline_codes","RG","VRN","Varig","VARIG","Brazil",""
"1733246192-6139","https://en.wikipedia.org/wiki/List_of_airline_codes","VH","VVC","Viva Air Colombia","Viva Air Colombia","Colombia","Commenced operations on May 25, 2012"
"1733246192-6140","https://en.wikipedia.org/wiki/List_of_airline_codes","","VSB","Vickers Limited","VICKERS","United Kingdom",""
"1733246192-6141","https://en.wikipedia.org/wiki/List_of_airline_codes","","VSN","Vision Airways Corporation","VISION","Canada",""
"1733246192-6142","https://en.wikipedia.org/wiki/List_of_airline_codes","","VSO","Voronezh Aircraft Manufacturing Society","VASO","Russia",""
"1733246192-6143","https://en.wikipedia.org/wiki/List_of_airline_codes","VP","VSP","VASP","VASP","Brazil","defunct"
"1733246192-6144","https://en.wikipedia.org/wiki/List_of_airline_codes","","VSS","Virign Islands Seaplane Shuttle","WATERBIRD","United States",""
"1733246192-6145","https://en.wikipedia.org/wiki/List_of_airline_codes","","VTC","Vuelos Especializados Tollocan","VUELOS TOLLOCAN","Mexico",""
"1733246192-6146","https://en.wikipedia.org/wiki/List_of_airline_codes","","VTH","Vuelos Corporativos de Tehuacan","VUELOS TEHUACAN","Mexico",""
"1733246192-6147","https://en.wikipedia.org/wiki/List_of_airline_codes","V7","VOE","Volotea","VOLOTEA","Spain",""
"1733246192-6148","https://en.wikipedia.org/wiki/List_of_airline_codes","","VTK","Vostok Airlines","VOSTOK","Russia",""
"1733246192-6149","https://en.wikipedia.org/wiki/List_of_airline_codes","","VTL","Victor Tagle Larrain","VITALA","Chile",""
"1733246192-6150","https://en.wikipedia.org/wiki/List_of_airline_codes","","VTV","Vointeh","VOINTEH","Bulgaria",""
"1733246192-6151","https://en.wikipedia.org/wiki/List_of_airline_codes","","VUR","VIP Ecuador","VIPEC","Ecuador","defunct"
"1733246192-6152","https://en.wikipedia.org/wiki/List_of_airline_codes","","VUS","Vuela Bus","VUELA BUS","Mexico",""
"1733246192-6153","https://en.wikipedia.org/wiki/List_of_airline_codes","","VZL","Vzlyet","VZLYET","Russia",""
"1733246192-6154","https://en.wikipedia.org/wiki/List_of_airline_codes","VG","VLM","VLM Airlines","RUBENS","Belgium","defunct"
"1733246192-6155","https://en.wikipedia.org/wiki/List_of_airline_codes","","WCY","Viking Express","TITAN AIR","United States",""
"1733246192-6156","https://en.wikipedia.org/wiki/List_of_airline_codes","","WEV","Victoria International Airways","VICTORIA UGANDA","Uganda",""
"1733246192-6157","https://en.wikipedia.org/wiki/List_of_airline_codes","G6","WLG","Air Volga","GOUMRAK","Russia",""
"1733246192-6158","https://en.wikipedia.org/wiki/List_of_airline_codes","","VNR","Viennair","VIENNAIR","Austria","defunct"
"1733246192-6159","https://en.wikipedia.org/wiki/List_of_airline_codes","UK","VTI","Vistara","Vistara","India","Commenced operations 9 January 2015"
"1733246192-6160","https://en.wikipedia.org/wiki/List_of_airline_codes","WD","WDL","WDL Aviation","WDL","Germany",""
"1733246192-6161","https://en.wikipedia.org/wiki/List_of_airline_codes","","WRR","WRA Inc","WRAP AIR","United States",""
"1733246192-6162","https://en.wikipedia.org/wiki/List_of_airline_codes","","XWS","WSI Corporation","","United States",""
"1733246192-6163","https://en.wikipedia.org/wiki/List_of_airline_codes","","CGG","Walmart Aviation","CHARGE","United States",""
"1733246192-6164","https://en.wikipedia.org/wiki/List_of_airline_codes","","WAS","Walsten Air Services","WALSTEN","Canada",""
"1733246192-6165","https://en.wikipedia.org/wiki/List_of_airline_codes","","GOT","WaltAir","GOTHIC","Sweden",""
"1733246192-6166","https://en.wikipedia.org/wiki/List_of_airline_codes","","WPT","Wapiti Aviation","WAPITI","Canada",""
"1733246192-6167","https://en.wikipedia.org/wiki/List_of_airline_codes","","WAV","Warbelow's Air Ventures","WARBELOW","United States",""
"1733246192-6168","https://en.wikipedia.org/wiki/List_of_airline_codes","","ATX","Warwickshire Aerocentre Ltd.","AIRTAX","United Kingdom",""
"1733246192-6169","https://en.wikipedia.org/wiki/List_of_airline_codes","WT","WSG","Wasaya Airways","WASAYA","Canada",""
"1733246192-6170","https://en.wikipedia.org/wiki/List_of_airline_codes","","","Wayraperú","WAYRAPERÚ","Peru",""
"1733246192-6171","https://en.wikipedia.org/wiki/List_of_airline_codes","","WTC","Weasua Air Transport Company","WATCO","Liberia",""
"1733246192-6172","https://en.wikipedia.org/wiki/List_of_airline_codes","WH","WEB","WebJet Linhas Aéreas","WEB-BRASIL","Brazil",""
"1733246192-6173","https://en.wikipedia.org/wiki/List_of_airline_codes","","TDB","Welch Aviation","THUNDER BAY","United States",""
"1733246192-6174","https://en.wikipedia.org/wiki/List_of_airline_codes","2W","WLC","Welcome Air","WELCOMEAIR","Austria",""
"1733246192-6175","https://en.wikipedia.org/wiki/List_of_airline_codes","","BLW","Wermlandsflyg AB","BLUESTAR","Sweden",""
"1733246192-6176","https://en.wikipedia.org/wiki/List_of_airline_codes","","WCB","West Africa Airlines","KILO YANKEE","Ghana",""
"1733246192-6177","https://en.wikipedia.org/wiki/List_of_airline_codes","","WTF","West African Air Transport","WESTAF AIRTRANS","Senegal",""
"1733246192-6178","https://en.wikipedia.org/wiki/List_of_airline_codes","WZ","WSF","West African Airlines","","Benin",""
"1733246192-6179","https://en.wikipedia.org/wiki/List_of_airline_codes","","WAC","West African Cargo Airlines","WESTAF CARGO","Mauritania",""
"1733246192-6180","https://en.wikipedia.org/wiki/List_of_airline_codes","PN","CHB","West Air (China)","WEST CHINA","China",""
"1733246192-6181","https://en.wikipedia.org/wiki/List_of_airline_codes","","WLX","West Air Luxembourg","WEST LUX","Luxembourg",""
"1733246192-6182","https://en.wikipedia.org/wiki/List_of_airline_codes","T2","SWN","West Atlantic Sweden","AIR SWEDEN","Sweden",""
"1733246192-6183","https://en.wikipedia.org/wiki/List_of_airline_codes","YH","WCW","West Caribbean Airways","WEST","Colombia",""
"1733246192-6184","https://en.wikipedia.org/wiki/List_of_airline_codes","","WCR","West Caribbean Costa Rica","WEST CARIBBEAN","Costa Rica",""
"1733246192-6185","https://en.wikipedia.org/wiki/List_of_airline_codes","8O","YWZ","West Coast Air","COAST AIR","Canada",""
"1733246192-6186","https://en.wikipedia.org/wiki/List_of_airline_codes","","","West Coast Airlines","","United States",""
"1733246192-6187","https://en.wikipedia.org/wiki/List_of_airline_codes","","WCG","West Coast Airlines","WHISKY INDIA","Ghana",""
"1733246192-6188","https://en.wikipedia.org/wiki/List_of_airline_codes","","WCA","West Coast Airways","WEST-LEONE","Sierra Leone",""
"1733246192-6189","https://en.wikipedia.org/wiki/List_of_airline_codes","","WCC","West Coast Charters","WEST COAST","United States",""
"1733246192-6190","https://en.wikipedia.org/wiki/List_of_airline_codes","","TEE","West Freugh DTEO","TEEBIRD","United Kingdom",""
"1733246192-6191","https://en.wikipedia.org/wiki/List_of_airline_codes","","WEW","West Wind Aviation","WESTWIND","Canada",""
"1733246192-6192","https://en.wikipedia.org/wiki/List_of_airline_codes","WS","WJA","WestJet","WESTJET","Canada",""
"1733246192-6193","https://en.wikipedia.org/wiki/List_of_airline_codes","","WAA","Westair Aviation","WESTAIR WINGS","Namibia",""
"1733246192-6194","https://en.wikipedia.org/wiki/List_of_airline_codes","","WSC","Westair Cargo Airlines","WESTCAR","Côte d'Ivoire",""
"1733246192-6195","https://en.wikipedia.org/wiki/List_of_airline_codes","","PCM","Westair Industries","PAC VALLEY","United States",""
"1733246192-6196","https://en.wikipedia.org/wiki/List_of_airline_codes","","BLK","Westcoast Energy","BLUE FLAME","Canada",""
"1733246192-6197","https://en.wikipedia.org/wiki/List_of_airline_codes","ST*","STT","Western Aircraft, Inc","SAWTOOTH","United States",""
"1733246192-6198","https://en.wikipedia.org/wiki/List_of_airline_codes","","WST","Western Air","WESTERN BAHAMAS","Bahamas",""
"1733246192-6199","https://en.wikipedia.org/wiki/List_of_airline_codes","","NPC","Western Air Couriers","NORPAC","United States",""
"1733246192-6200","https://en.wikipedia.org/wiki/List_of_airline_codes","","WAE","Western Air Express","WESTERN EXPRESS","United States",""
"1733246192-6201","https://en.wikipedia.org/wiki/List_of_airline_codes","WA","WAL","Western Airlines","WESTERN","United States","defunct"
"1733246192-6202","https://en.wikipedia.org/wiki/List_of_airline_codes","WA","KLC","KLM Cityhopper","CITY","the Netherlands",""
"1733246192-6203","https://en.wikipedia.org/wiki/List_of_airline_codes","","WAL","Western Arctic Air","WESTERN ARCTIC","Canada",""
"1733246192-6204","https://en.wikipedia.org/wiki/List_of_airline_codes","","WTV","Western Aviators","WESTAVIA","United States",""
"1733246192-6205","https://en.wikipedia.org/wiki/List_of_airline_codes","","AAE","Western Express Air","ARIZONA","United States","defunct in 2007"
"1733246192-6206","https://en.wikipedia.org/wiki/List_of_airline_codes","","WES","Western Express Air Lines","WEST EX","Canada",""
"1733246192-6207","https://en.wikipedia.org/wiki/List_of_airline_codes","","WGN","Western Global Airlines","WESTERN GLOBAL","United States","Allocated in 2014[64]"
"1733246192-6208","https://en.wikipedia.org/wiki/List_of_airline_codes","W7","KMR","Western Pacific Airlines","KOMSTAR","United States",""
"1733246192-6209","https://en.wikipedia.org/wiki/List_of_airline_codes","","WPA","Western Pacific Airservice","WESTPAC","Solomon Islands",""
